chr	Start	End	strand	gene_name	gene_body_length	epd_id	TATA-box	Inr	log10_burst_size
chr1	42618091	42620091	+	GUCA2B	2404	GUCA2B_1	1	0	0.872770
chr1	42845467	42847467	+	RIMKLA	43433	RIMKLA_1	0	1	0.516700
chr1	42921164	42923164	+	PPCS	4737	PPCS_2	0	1	0.588970
chr1	42921164	42923164	+	PPCS	4737	PPCS_1	0	0	0.588970
chr1	43123047	43125047	+	PPIH	18382	PPIH_1	0	0	0.544744
chr1	43146905	43148905	+	YBX1	21569	YBX1_1	0	0	0.539529
chr1	43231915	43233915	+	C1orf50	8498	C1orf50_1	0	0	0.569908
chr1	43290248	43292248	+	ERMAP	19412	ERMAP_2	0	0	0.542966
chr1	43311243	43313243	+	ZNF691	5903	ZNF691_1	0	0	0.581792
chr1	43423719	43425719	+	SLC2A1-AS1	24310	SLC2A1-AS1_1	0	0	0.535628
chr1	43612593	43614593	+	FAM183A	8474	FAM183A_1	0	0	0.570001
chr1	43734664	43736664	+	TMEM125	4009	TMEM125_2	0	1	0.594412
chr1	43765565	43767565	+	TIE1	22216	TIE1_1	0	1	0.538565
chr1	43802474	43804474	+	MPL	16661	MPL_1	0	1	0.547950
chr1	43823625	43825625	+	CDC20	4248	CDC20_1	0	0	0.592523
chr1	43854555	43856555	+	SZT2	64363	SZT2_1	0	0	0.503871
chr1	43995530	43997530	+	PTPRF	92813	PTPRF_1	0	0	0.491933
chr1	43995530	43997530	+	PTPRF	92813	PTPRF_2	0	0	0.491933
chr1	44114796	44116796	+	KDM4A	55393	KDM4A_1	0	0	0.508767
chr1	44114796	44116796	+	KDM4A	55393	KDM4A_2	0	1	0.508767
chr1	44172203	44174203	+	ST3GAL3	223634	ST3GAL3_1	0	0	0.463250
chr1	44397991	44399991	+	ARTN	3921	ARTN_2	0	0	0.595136
chr1	44397991	44399991	+	ARTN	3921	ARTN_1	0	1	0.595136
chr1	44411477	44413477	+	IPO13	21217	IPO13_1	0	1	0.540066
chr1	44434652	44436652	+	DPH2	3391	DPH2_1	0	1	0.599872
chr1	44439319	44441319	+	ATP6V0B	3653	ATP6V0B_2	0	0	0.597445
chr1	44439319	44441319	+	ATP6V0B	3653	ATP6V0B_1	0	1	0.597445
chr1	44443873	44445873	+	B4GALT2	11970	B4GALT2_1	0	0	0.558735
chr1	44443873	44445873	+	B4GALT2	11970	B4GALT2_3	0	0	0.558735
chr1	44443873	44445873	+	B4GALT2	11970	B4GALT2_2	0	1	0.558735
chr1	44456267	44458267	+	CCDC24	4931	CCDC24_1	0	0	0.587661
chr1	44583521	44585521	+	KLF17	16288	KLF17_1	0	1	0.548689
chr1	44678124	44680124	+	DMAP1	7227	DMAP1_1	0	1	0.575192
chr1	44869831	44871831	+	RNF220	246565	RNF220_1	0	1	0.460066
chr1	45139393	45141393	+	C1orf228	50870	C1orf228_1	0	0	0.511545
chr1	45204489	45206489	+	KIF2C	27949	KIF2C_1	1	0	0.685573
chr1	45240245	45242245	+	RPS8	3167	RPS8_1	0	0	0.602101
chr1	45264896	45266896	+	PLK3	5771	PLK3_1	0	0	0.582530
chr1	45273153	45275153	+	BTBD19	5648	BTBD19_1	0	0	0.583233
chr1	45476804	45478804	+	UROD	3537	UROD_1	0	0	0.598498
chr1	45768581	45770581	+	LINC01144	1710	LINC01144_1	0	0	0.622202
chr1	45791544	45793544	+	HPDL	1802	HPDL_1	0	1	0.620493
chr1	45804341	45806341	+	TOE1	4309	TOE1_1	0	1	0.592058
chr1	46015454	46017454	+	AKR1A1	19269	AKR1A1_3	0	1	0.543207
chr1	46015454	46017454	+	AKR1A1	19269	AKR1A1_1	0	1	0.543207
chr1	46015454	46017454	+	AKR1A1	19269	AKR1A1_2	0	1	0.543207
chr1	46048659	46050659	+	NASP	34919	NASP_1	1	0	0.668584
chr1	46152846	46154846	+	TMEM69	6262	TMEM69_2	0	0	0.579867
chr1	46152846	46154846	+	TMEM69	6262	TMEM69_1	0	0	0.579867
chr1	46268284	46270284	+	MAST2	232512	MAST2_1	0	0	0.461980
chr1	46639748	46641748	+	TSPAN1	10886	TSPAN1_2	0	1	0.561831
chr1	46668005	46670005	+	LURAP1	17923	LURAP1_1	0	0	0.545569
chr1	46712366	46714366	+	RAD54L	30779	RAD54L_1	0	0	0.527932
chr1	46768284	46770284	+	UQCRH	13165	UQCRH_1	0	0	0.555631
chr1	46804848	46806848	+	NSUN4	24976	NSUN4_2	0	1	0.534746
chr1	46804848	46806848	+	NSUN4	24976	NSUN4_1	0	0	0.534746
chr1	46804848	46806848	+	NSUN4	24976	NSUN4_3	0	0	0.534746
chr1	46858938	46860938	+	FAAH	19582	FAAH_1	0	0	0.542682
chr1	46971667	46973667	+	DMBX1	7219	DMBX1_1	0	0	0.575228
chr1	47136504	47138504	+	TEX38	1752	TEX38_1	0	1	0.621411
chr1	47263669	47265669	+	CYP4B1	20352	CYP4B1_1	1	0	0.709778
chr1	47488239	47490239	+	CYP4X1	27187	CYP4X1_1	1	1	0.839283
chr1	47532159	47534159	+	CYP4Z1	50833	CYP4Z1_1	1	1	0.791530
chr1	47602096	47604096	+	CYP4A22	11430	CYP4A22_1	0	1	0.560241
chr1	47798468	47800468	+	CMPK1	45043	CMPK1_1	0	0	0.515513
chr1	47798468	47800468	+	CMPK1	45043	CMPK1_2	0	1	0.515513
chr1	47880743	47882743	+	FOXE3	1981	FOXE3_1	0	0	0.617404
chr1	48687356	48689356	+	SLC5A9	25960	SLC5A9_1	0	0	0.533486
chr1	50574287	50576287	+	ELAVL4	94170	ELAVL4_1	1	0	0.592884
chr1	51433366	51435366	+	CDKN2C	5940	CDKN2C_1	0	0	0.581589
chr1	51566905	51568905	+	C1orf185	45849	C1orf185_1	0	1	0.514934
chr1	51700944	51702944	+	RNF11	37175	RNF11_1	0	0	0.521774
chr1	51700944	51702944	+	RNF11	37175	RNF11_2	0	0	0.521774
chr1	51794325	51796325	+	TTC39A-AS1	1628	TTC39A-AS1_1	0	0	0.623805
chr1	52081545	52083545	+	OSBPL9	172346	OSBPL9_1	1	0	0.546764
chr1	52520856	52522856	+	BTF3L4	34532	BTF3L4_2	0	0	0.524180
chr1	52520856	52522856	+	BTF3L4	34532	BTF3L4_1	0	1	0.524180
chr1	52606765	52608765	+	ZFYVE9	204593	ZFYVE9_1	0	0	0.466152
chr1	52606765	52608765	+	ZFYVE9	204593	ZFYVE9_3	0	0	0.466152
chr1	52869218	52871218	+	PRPF38A	13774	PRPF38A_1	0	0	0.554157
chr1	53067042	53069042	+	GPX7	6681	GPX7_1	0	0	0.577754
chr1	53098015	53100015	+	FAM159A	35777	FAM159A_1	0	0	0.523024
chr1	53191130	53193130	+	ZYG11B	100883	ZYG11B_1	0	0	0.489213
chr1	53307182	53309182	+	ZYG11A	52065	ZYG11A_1	0	0	0.510787
chr1	53391900	53393900	+	SCP2	124389	SCP2_1	0	0	0.482382
chr1	53526723	53528723	+	PODN	23451	PODN_1	0	0	0.536801
chr1	53661100	53663100	+	CPT2	17769	CPT2_1	0	0	0.545850
chr1	53792904	53794904	+	LINC01771	8277	LINC01771_1	0	0	0.570768
chr1	53924071	53926071	+	DMRTB1	8089	DMRTB1_1	0	1	0.571517
chr1	54358859	54360859	+	DIO1	16900	DIO1_1	0	1	0.547486
chr1	54410998	54412998	+	LRRC42	21843	LRRC42_2	0	1	0.539118
chr1	54410998	54412998	+	LRRC42	21843	LRRC42_1	0	0	0.539118
chr1	54410998	54412998	+	LRRC42	21843	LRRC42_3	0	1	0.539118
chr1	54518244	54520244	+	TCEANC2	48077	TCEANC2_1	0	1	0.513387
chr1	54664839	54666839	+	MRPL37	18217	MRPL37_1	0	0	0.545038
chr1	55012806	55014806	+	ACOT11	86611	ACOT11_1	0	1	0.494188
chr1	55106412	55108412	+	MROH7	68528	MROH7_1	0	0	0.501826
chr1	55106412	55108412	+	MROH7-TTC4	100916	MROH7_1	0	0	0.489203
chr1	55180494	55182494	+	TTC4	26834	TTC4_1	0	0	0.532406
chr1	55270735	55272735	+	LEXM	36202	LEXM_1	0	0	0.522639
chr1	55445336	55447336	+	TMEM61	11630	TMEM61_1	0	0	0.559675
chr1	55463616	55465616	+	BSND	9849	BSND_1	0	1	0.565096
chr1	55504148	55506148	+	PCSK9	25378	PCSK9_1	0	1	0.534225
chr1	57109989	57111989	+	PRKAA2	70019	PRKAA2_1	0	0	0.501124
chr1	57319442	57321442	+	C8A	63452	C8A_1	0	1	0.504336
chr1	59249822	59251822	+	LINC01135	114562	LINC01135_1	0	0	0.485066
chr1	59485147	59487147	+	LINC01358	67772	LINC01358_1	0	0	0.502188
chr1	59761624	59763624	+	FGGY	465778	FGGY_1	0	0	0.439320
chr1	59761624	59763624	+	FGGY	465778	FGGY_2	0	0	0.439320
chr1	60279532	60281532	+	HOOK1	61518	HOOK1_1	0	0	0.505346
chr1	61546979	61548979	+	NFIA	380481	NFIA_5	1	0	0.486335
chr1	61546979	61548979	+	NFIA	380481	NFIA_4	0	0	0.445917
chr1	61546979	61548979	+	NFIA	380481	NFIA_2	0	1	0.445917
chr1	61546979	61548979	+	NFIA	380481	NFIA_1	0	0	0.445917
chr1	62207148	62209148	+	PATJ	421443	INADL_1	0	1	0.442582
chr1	62659473	62661473	+	L1TD1	17528	L1TD1_1	0	1	0.546296
chr1	62900974	62902974	+	USP1	15501	USP1_1	0	1	0.550304
chr1	62900974	62902974	+	USP1	15501	USP1_2	0	0	0.550304
chr1	62900974	62902974	+	USP1	15501	USP1_3	0	0	0.550304
chr1	63062157	63064157	+	ANGPTL3	8819	ANGPTL3_1	1	1	0.925190
chr1	63248776	63250776	+	ATG4C	81165	ATG4C_1	0	0	0.496306
chr1	63787729	63789729	+	FOXD3	2068	FOXD3_1	0	0	0.616002
chr1	63832260	63834260	+	ALG6	70973	ALG6_1	0	0	0.500683
chr1	63987971	63989971	+	EFCAB7	49393	EFCAB7_1	0	1	0.512506
chr1	63987971	63989971	+	EFCAB7	49393	EFCAB7_2	0	0	0.512506
chr1	64057946	64059946	+	PGM1	66970	PGM1_1	1	0	0.618893
chr1	64057946	64059946	+	PGM1	66970	PGM1_2	0	0	0.502576
chr1	64238689	64240689	+	ROR1	407490	ROR1_1	0	0	0.443680
chr1	64668300	64670300	+	UBE2U	42657	UBE2U_1	0	0	0.517288
chr1	64935475	64937475	+	CACHD1	222266	CACHD1_1	0	0	0.463450
chr1	65209777	65211777	+	RAVER2	88137	RAVER2_1	0	0	0.493619
chr1	65612849	65614849	+	AK4	83979	AK4_2	0	0	0.495195
chr1	65612849	65614849	+	AK4	83979	AK4_3	0	0	0.495195
chr1	65612849	65614849	+	AK4	83979	AK4_1	0	1	0.495195
chr1	65729376	65731376	+	DNAJC6	151176	DNAJC6_1	0	0	0.476021
chr1	65885130	65887130	+	LEPROT	15560	LEPROT_2	0	0	0.550180
chr1	65885130	65887130	+	LEPROT	15560	LEPR_1	0	1	0.550180
chr1	65885130	65887130	+	LEPROT	15560	LEPROT_1	0	0	0.550180
chr1	65885334	65887334	+	LEPR	216842	LEPROT_2	0	0	0.464256
chr1	65885334	65887334	+	LEPR	216842	LEPR_1	0	1	0.464256
chr1	65885334	65887334	+	LEPR	216842	LEPROT_1	0	0	0.464256
chr1	66257192	66259192	+	PDE4B	582070	PDE4B_5	0	0	0.432050
chr1	66257192	66259192	+	PDE4B	582070	PDE4B_2	0	1	0.432050
chr1	67217139	67219139	+	TCTEX1D1	26591	TCTEX1D1_1	0	1	0.532702
chr1	67389577	67391577	+	MIER1	63725	MIER1_1	0	0	0.504196
chr1	67389577	67391577	+	MIER1	63725	MIER1_3	0	0	0.504196
chr1	67631168	67633168	+	IL23R	93482	IL23R_1	0	1	0.491698
chr1	67772046	67774046	+	IL12RB2	89537	IL12RB2_2	0	0	0.493105
chr1	67772046	67774046	+	IL12RB2	89537	IL12RB2_1	0	0	0.493105
chr1	68149859	68151859	+	GADD45A	3162	GADD45A_1	0	1	0.602153
chr1	68296970	68298970	+	GNG12-AS1	370700	GNG12-AS1_1	0	1	0.446766
chr1	68961358	68963358	+	DEPDC1-AS1	41952	DEPDC1-AS1_1	0	1	0.517831
chr1	70670364	70672364	+	SRSF11	46337	SRSF11_1	0	0	0.514589
chr1	70819492	70821492	+	HHLA3	13213	HHLA3_1	0	1	0.555513
chr1	70875900	70877900	+	CTH	28634	CTH_1	1	0	0.683726
chr1	73770852	73772852	+	LINC01360	32708	LINC01360_1	0	1	0.525949
chr1	74662895	74664895	+	FPGT	10491	FPGT-TNNI3K_2	0	0	0.563037
chr1	74662895	74664895	+	FPGT	10491	FPGT_2	0	0	0.563037
chr1	74662895	74664895	+	FPGT	10491	FPGT-TNNI3K_1	0	0	0.563037
chr1	74662895	74664895	+	FPGT	10491	FPGT_1	0	0	0.563037
chr1	74662895	74664895	+	FPGT-TNNI3K	346221	FPGT-TNNI3K_2	0	0	0.448995
chr1	74662895	74664895	+	FPGT-TNNI3K	346221	FPGT_2	0	0	0.448995
chr1	74662895	74664895	+	FPGT-TNNI3K	346221	FPGT-TNNI3K_1	0	0	0.448995
chr1	74662895	74664895	+	FPGT-TNNI3K	346221	FPGT_1	0	0	0.448995
chr1	74700070	74702070	+	TNNI3K	309046	TNNI3K_1	0	0	0.452699
chr1	75197839	75199839	+	TYW3	33521	TYW3_1	0	0	0.525149
chr1	75593118	75595118	+	LHX8	33100	LHX8_3	0	0	0.525561
chr1	76189031	76191031	+	ACADM	39332	ACADM_2	0	0	0.519935
chr1	76189031	76191031	+	ACADM	39332	ACADM_1	0	0	0.519935
chr1	76250878	76252878	+	RABGGTB	8897	RABGGTB_1	0	0	0.568412
chr1	76261555	76263555	+	MSH4	116368	MSH4_1	0	1	0.484556
chr1	76539368	76541368	+	ST6GALNAC3	556301	ST6GALNAC3_1	0	0	0.433527
chr1	77332092	77334092	+	ST6GALNAC5	200131	ST6GALNAC5_1	0	1	0.466871
chr1	77747286	77749286	+	AK5	277368	AK5_1	0	1	0.456226
chr1	77747286	77749286	+	AK5	277368	AK5_2	0	1	0.456226
chr1	78244308	78246308	+	MIGA1	99917	FAM73A_1	0	0	0.489527
chr1	78353199	78355199	+	NEXN	55379	NEXN_2	0	0	0.508775
chr1	78353199	78355199	+	NEXN	55379	NEXN_1	0	1	0.508775
chr1	78510588	78512588	+	GIPC2	92545	GIPC2_1	0	0	0.492027
chr1	78955727	78957727	+	PTGFR	49659	PTGFR_1	0	1	0.512331
chr1	79085066	79087066	+	IFI44L	25764	IFI44L_1	0	0	0.533733
chr1	79114473	79116473	+	IFI44	14290	IFI44_1	0	0	0.552957
chr1	81000439	81002439	+	LINC01781	111034	LINC01781_2	0	0	0.486086
chr1	82265081	82267081	+	ADGRL2	192341	ADGRL2_1	0	1	0.468166
chr1	84628866	84630866	+	PRKACB	74315	PRKACB_4	0	1	0.499182
chr1	84628866	84630866	+	PRKACB	74315	PRKACB_3	0	0	0.499182
chr1	84628866	84630866	+	PRKACB	74315	PRKACB_6	0	0	0.499182
chr1	84763048	84765048	+	SAMD13	52433	SAMD13_2	0	0	0.510558
chr1	84943919	84945919	+	RPF1	19114	RPF1_1	0	0	0.543470
chr1	85526980	85528980	+	WDR63	70841	WDR63_1	0	1	0.500744
chr1	86045443	86047443	+	CYR61	3205	CYR61_1	1	1	1.002426
chr1	86888565	86890565	+	CLCA2	32675	CLCA2_1	0	1	0.525982
chr1	86933525	86935525	+	CLCA1	31449	CLCA1_1	1	0	0.676570
chr1	87011758	87013758	+	CLCA4	33674	CLCA4_1	1	0	0.671354
chr1	87169252	87171252	+	SH3GLB1	43615	SH3GLB1_1	0	0	0.516563
chr1	87169252	87171252	+	SH3GLB1	43615	SH3GLB1_3	0	0	0.516563
chr1	87169252	87171252	+	SH3GLB1	43615	SH3GLB1_2	0	1	0.516563
chr1	87379334	87381334	+	HS2ST1	195347	HS2ST1_2	0	0	0.467660
chr1	87379334	87381334	+	HS2ST1	195347	HS2ST1_1	0	1	0.467660
chr1	87596608	87598608	+	LINC01140	4744	LINC01140_2	0	1	0.588922
chr1	87793150	87795150	+	LMO4	20457	LMO4_1	0	0	0.541256
chr1	87793150	87795150	+	LMO4	20457	LMO4_2	0	1	0.541256
chr1	89148826	89150826	+	PKN2	152112	PKN2_1	0	0	0.475820
chr1	89828435	89830435	+	GBP6	24284	GBP6_1	1	0	0.696299
chr1	90097643	90099643	+	LRRC8C	86451	LRRC8C_1	0	0	0.494249
chr1	90286479	90288479	+	LRRC8D	114510	LRRC8D_1	0	0	0.485081
chr1	90286479	90288479	+	LRRC8D	114510	LRRC8D_2	0	0	0.485081
chr1	90459653	90461653	+	ZNF326	40436	ZNF326_1	0	1	0.519032
chr1	91965403	91967403	+	CDC7	24918	CDC7_1	0	0	0.534822
chr1	91965403	91967403	+	CDC7	24918	CDC7_2	0	0	0.534822
chr1	92413927	92415927	+	BRDT	65058	BRDT_1	1	0	0.621103
chr1	92494532	92496532	+	EPHX4	33561	EPHX4_1	0	0	0.525110
chr1	92544861	92546861	+	BTBD8	67540	BTBD8_1	0	0	0.502300
chr1	92682572	92684572	+	C1orf146	27795	C1orf146_1	0	0	0.531258
chr1	93296593	93298593	+	RPL5	9888	RPL5_1	0	0	0.564967
chr1	93543791	93545791	+	MTF2	59847	MTF2_1	0	1	0.506244
chr1	93645272	93647272	+	CCDC18	98015	CCDC18_1	0	0	0.490154
chr1	93810477	93812477	+	DR1	16671	DR1_1	0	0	0.547931
chr1	93810477	93812477	+	DR1	16671	DR1_2	0	0	0.547931
chr1	93912687	93914687	+	FNBP1L	106531	FNBP1L_1	0	0	0.487437
chr1	94882932	94884932	+	ABCD3	100287	ABCD3_1	0	0	0.489407
chr1	95284897	95286897	+	SLC44A3	74906	SLC44A3_1	0	1	0.498924
chr1	95284897	95286897	+	SLC44A3	74906	SLC44A3_2	0	0	0.498924
chr1	95581893	95583893	+	TMEM56	80268	TMEM56_1	0	0	0.496669
chr1	95581893	95583893	+	TMEM56	80268	TMEM56-RWDD3_1	0	0	0.496669
chr1	95582478	95584478	+	TMEM56-RWDD3	127031	TMEM56_1	0	0	0.481696
chr1	95582478	95584478	+	TMEM56-RWDD3	127031	TMEM56-RWDD3_1	0	0	0.481696
chr1	95698710	95700710	+	RWDD3	13071	RWDD3_1	0	1	0.555865
chr1	95974671	95976671	+	LOC100996635	5349	LINC02607_1	0	0	0.585007
chr1	97186160	97188160	+	PTBP2	93445	PTBP2_1	0	0	0.491711
chr1	98675266	98677266	+	LINC01776	61948	LINC01776_1	0	1	0.505119
chr1	99126235	99128235	+	SNX7	98821	SNX7_1	0	1	0.489887
chr1	99728847	99730847	+	PLPPR4	45291	PLPPR4_1	0	0	0.515334
chr1	100110430	100112430	+	PALMD	48667	PALMD_2	0	1	0.512989
chr1	100110430	100112430	+	PALMD	48667	PALMD_1	0	1	0.512989
chr1	100315044	100317044	+	AGL	73535	AGL_1	0	0	0.499526
chr1	100315044	100317044	+	AGL	73535	AGL_3	0	1	0.499526
chr1	100315044	100317044	+	AGL	73535	AGL_4	0	1	0.499526
chr1	100315044	100317044	+	AGL	73535	AGL_2	0	0	0.499526
chr1	100434344	100436344	+	SLC35A3	57190	SLC35A3_3	0	1	0.507725
chr1	100434344	100436344	+	SLC35A3	57190	SLC35A3_1	0	0	0.507725
chr1	100434344	100436344	+	SLC35A3	57190	SLC35A3_2	0	1	0.507725
chr1	100502788	100504788	+	MFSD14A	45141	HIAT1_1	0	0	0.515442
chr1	100597705	100599705	+	TRMT13	17349	TRMT13_1	0	0	0.546630
chr1	100730713	100732713	+	RTCA	26612	RTCA_1	0	0	0.532677
chr1	100817022	100819022	+	CDC14A	146999	CDC14A_1	0	0	0.476935
chr1	100817022	100819022	+	CDC14A	146999	CDC14A_2	0	0	0.476935
chr1	101002727	101004727	+	GPR88	3856	GPR88_1	0	1	0.595681
chr1	101184195	101186195	+	VCAM1	19406	VCAM1_1	1	0	0.713410
chr1	101360633	101362633	+	SLC30A7	85678	SLC30A7_1	0	0	0.494542
chr1	101701304	101703304	+	S1PR1	4772	S1PR1_2	0	0	0.588730
chr1	101701304	101703304	+	S1PR1	4772	S1PR1_1	0	1	0.588730
chr1	104067577	104069577	+	RNPC3	29282	RNPC3_1	0	0	0.529558
chr1	104096265	104098265	+	AMY2B	24891	AMY2B_2	0	0	0.534857
chr1	104158953	104160953	+	AMY2A	8449	AMY2A_1	1	1	0.928460
chr1	107598266	107600266	+	PRMT6	2650	PRMT6_1	0	0	0.607914
chr1	107681539	107683539	+	NTNG1	344982	NTNG1_1	0	1	0.449111
chr1	107681539	107683539	+	NTNG1	344982	NTNG1_2	0	1	0.449111
chr1	108991903	108993903	+	NBPF6	20357	NBPF6_1	0	1	0.541416
chr1	109101970	109103970	+	FAM102B	78979	FAM102B_1	0	1	0.497197
chr1	109233931	109235931	+	PRPF38B	9491	PRPF38B_1	0	1	0.566304
chr1	109288256	109290256	+	STXBP3	62892	STXBP3_1	0	0	0.504625
chr1	109398838	109400838	+	SPATA42	1308	SPATA42_1	0	1	0.630943
chr1	109418602	109420602	+	GPSM2	53442	GPSM2_1	0	0	0.509936
chr1	109418602	109420602	+	GPSM2	53442	GPSM2_2	0	0	0.509936
chr1	109632362	109634362	+	TMEM167B	6194	TMEM167B_1	0	1	0.580223
chr1	109655584	109657584	+	KIAA1324	92819	KIAA1324_2	0	0	0.491930
chr1	109655584	109657584	+	KIAA1324	92819	KIAA1324_1	0	1	0.491930
chr1	109755514	109757514	+	SARS	24290	SARS_1	0	1	0.535654
chr1	109791640	109793640	+	CELSR2	25738	CELSR2_1	0	0	0.533766
chr1	110008099	110010099	+	SYPL2	15665	SYPL2_1	0	0	0.549961
chr1	110025560	110027560	+	ATXN7L2	8860	ATXN7L2_1	0	0	0.568548
chr1	110035700	110037700	+	CYB561D1	6363	CYB561D1_1	0	0	0.579345
chr1	110081493	110083493	+	GPR61	5962	GPR61_1	0	0	0.581468
chr1	110090185	110092185	+	GNAI3	47269	GNAI3_1	0	1	0.513939
chr1	110161434	110163434	+	AMPD2	12243	AMPD2_1	0	0	0.558000
chr1	110161434	110163434	+	AMPD2	12243	AMPD2_2	0	1	0.558000
chr1	110197697	110199697	+	GSTM4	5634	GSTM4_1	0	0	0.583314
chr1	110197697	110199697	+	GSTM4	5634	GSTM4_2	0	0	0.583314
chr1	110209643	110211643	+	GSTM2	7265	GSTM2_1	0	1	0.575021
chr1	110229417	110231417	+	GSTM1	5950	GSTM1_1	0	0	0.581534
chr1	110253863	110255863	+	GSTM5	6027	GSTM5_1	0	0	0.581114
chr1	110452232	110454232	+	CSF1	20384	CSF1_1	0	0	0.541372
chr1	110452232	110454232	+	CSF1	20384	CSF1_2	0	1	0.541372
chr1	110452232	110454232	+	CSF1	20384	CSF1_3	0	0	0.541372
chr1	110526386	110528386	+	AHCYL1	38978	AHCYL1_1	0	0	0.520229
chr1	110576222	110578222	+	STRIP1	20041	STRIP1_1	0	0	0.541926
chr1	110624309	110626309	+	LINC01397	27032	LINC01397_1	0	0	0.532166
chr1	110654061	110656061	+	UBL4B	1508	UBL4B_1	0	0	0.626302
chr1	110692135	110694135	+	SLC6A17	51688	SLC6A17_1	0	1	0.511024
chr1	110752335	110754335	+	KCNC4	23339	KCNC4_1	0	0	0.536957
chr1	110992787	110994787	+	PROK1	6189	PROK1_1	0	1	0.580249
chr1	111414721	111416721	+	CD53	26837	CD53_1	0	1	0.532402
chr1	111681784	111683784	+	CEPT1	44942	CEPT1_1	0	0	0.515586
chr1	111681784	111683784	+	CEPT1	44942	CEPT1_2	0	0	0.515586
chr1	111769280	111771280	+	CHI3L2	15782	CHI3L2_1	1	0	0.729183
chr1	111832473	111834473	+	CHIA	29715	CHIA_1	1	0	0.680898
chr1	111888181	111890181	+	PIFO	6458	PIFO_2	0	0	0.578862
chr1	111888181	111890181	+	PIFO	6458	PIFO_1	0	0	0.578862
chr1	111990742	111992742	+	ATP5F1	12783	ATP5F1_1	0	0	0.556592
chr1	111990742	111992742	+	ATP5F1	12783	ATP5F1_2	0	1	0.556592
chr1	112015490	112017490	+	C1orf162	4644	C1orf162_1	0	1	0.589616
chr1	112161404	112163404	+	RAP1A	96913	RAP1A_1	0	0	0.490523
chr1	112297189	112299189	+	DDX20	12010	DDX20_2	0	0	0.558626
chr1	112297189	112299189	+	DDX20	12010	DDX20_1	0	0	0.558626
chr1	112532189	112534189	+	LINC01750	8274	LINC01750_1	0	1	0.570780
chr1	112532189	112534189	+	LINC01750	8274	LINC01750_2	0	0	0.570780
chr1	112937799	112939799	+	CTTNBP2NL	64987	CTTNBP2NL_1	0	1	0.503557
chr1	112937799	112939799	+	CTTNBP2NL	64987	CTTNBP2NL_2	0	0	0.503557
chr1	113008162	113010162	+	WNT2B	54748	WNT2B_3	0	0	0.509149
chr1	113161074	113163074	+	CAPZA1	52167	CAPZA1_1	0	0	0.510724
chr1	113215933	113217933	+	MOV10	26435	MOV10_1	0	1	0.532894
chr1	113215933	113217933	+	MOV10	26435	MOV10_2	0	0	0.532894
chr1	113215933	113217933	+	MOV10	26435	MOV10_3	0	1	0.532894
chr1	113498036	113500036	+	SLC16A1-AS1	7654	SLC16A1-AS1_1	0	0	0.573320
chr1	113614791	113616791	+	LRIG2	52033	LRIG2_1	0	0	0.510807
chr1	113932474	113934474	+	MAGI3	295071	MAGI3_1	0	0	0.454209
chr1	114446914	114448914	+	DCLRE1B	8794	DCLRE1B_2	0	0	0.568792
chr1	114446914	114448914	+	DCLRE1B	8794	DCLRE1B_1	0	0	0.568792
chr1	114470995	114472995	+	HIPK1	48496	HIPK1_3	0	0	0.513103
chr1	114470995	114472995	+	HIPK1	48496	HIPK1_2	0	0	0.513103
chr1	114470995	114472995	+	HIPK1	48496	HIPK1_1	0	0	0.513103
chr1	114521012	114523012	+	OLFML3	2864	HNOEL_1	0	0	0.605381
chr1	115396423	115398423	+	SYCP1	140567	SYCP1_1	0	0	0.478394
chr1	115571444	115573444	+	TSHB	4486	TSHB_1	1	0	0.825168
chr1	116183573	116185573	+	VANGL1	56272	VANGL1_1	0	1	0.508253
chr1	116183573	116185573	+	VANGL1	56272	VANGL1_2	0	0	0.508253
chr1	116518118	116520118	+	SLC22A15	93557	SLC22A15_1	0	0	0.491672
chr1	116653375	116655375	+	MAB21L3	23486	MAB21L3_1	0	1	0.536752
chr1	116914794	116916794	+	ATP1A1	31602	ATP1A1_4	0	0	0.527071
chr1	116914794	116916794	+	ATP1A1	31602	ATP1A1_3	0	0	0.527071
chr1	117296051	117298051	+	CD2	14800	CD2_1	0	1	0.551813
chr1	117451544	117453544	+	PTGFRN	80436	PTGFRN_1	0	0	0.496601
chr1	117543371	117545371	+	CD101	34802	CD101_1	0	1	0.523926
chr1	117601948	117603948	+	TTF2	42543	TTF2_1	0	0	0.517375
chr1	117909084	117911084	+	MAN1A2	158236	MAN1A2_1	0	0	0.474532
chr1	118147603	118149603	+	FAM46C	22408	FAM46C_2	0	1	0.538285
chr1	118147603	118149603	+	FAM46C	22408	FAM46C_1	1	0	0.702434
chr1	118471371	118473371	+	WDR3	30678	WDR3_1	0	1	0.528039
chr1	119589027	119591027	+	WARS2-IT1	15883	WARS2-IT1_1	0	0	0.549510
chr1	119682018	119684018	+	LOC101929147	43428	WARS2-AS1_1	0	1	0.516703
chr1	119682018	119684018	+	LOC101929147	43428	WARS2-AS1_2	0	0	0.516703
chr1	119910398	119912398	+	HAO2	25355	HAO2_2	0	0	0.534255
chr1	119910568	119912568	+	HAO2-IT1	1385	HAO2_2	0	0	0.629077
chr1	119956742	119958742	+	HSD3B2	7920	HSD3B2_1	1	0	0.781794
chr1	120048825	120050825	+	HSD3B1	7856	HSD3B1_1	0	0	0.572470
chr1	120253418	120255418	+	PHGDH	32431	PHGDH_1	0	1	0.526227
