chr	start	end	length	read_count	class	promoter_gene	genic_gene	name
chr22	19710705	19711205	500	2282	promoter	GP1BB	GP1BB,SEPT5-GP1BB,SEPT5	chr22:19710705-19711205
chr22	19711516	19712016	500	447	promoter	GP1BB	GP1BB,SEPT5-GP1BB	chr22:19711516-19712016
chr22	19718110	19718610	500	524	intergenic			chr22:19718110-19718610
chr22	19729458	19729958	500	43	intergenic			chr22:19729458-19729958
chr22	19735828	19736328	500	35	intergenic			chr22:19735828-19736328
chr22	19736386	19736886	500	119	intergenic			chr22:19736386-19736886
chr22	19743996	19744496	500	240	promoter	TBX1	TBX1	chr22:19743996-19744496
chr22	19745099	19745599	500	79	promoter	TBX1	TBX1	chr22:19745099-19745599
chr22	19747640	19748140	500	92	genic		TBX1	chr22:19747640-19748140
chr22	19749264	19749764	500	111	genic		TBX1	chr22:19749264-19749764
chr22	19749891	19750391	500	103	genic		TBX1	chr22:19749891-19750391
chr22	19752615	19753115	500	128	genic		TBX1	chr22:19752615-19753115
chr22	19754593	19755093	500	108	genic		TBX1	chr22:19754593-19755093
chr22	19760163	19760663	500	257	genic		TBX1	chr22:19760163-19760663
chr22	19761812	19762312	500	413	genic		TBX1	chr22:19761812-19762312
chr22	19764125	19764625	500	674	genic		TBX1	chr22:19764125-19764625
chr22	19767121	19767621	500	137	genic		TBX1	chr22:19767121-19767621
chr22	19767769	19768269	500	1674	genic		TBX1	chr22:19767769-19768269
chr22	19777495	19777995	500	22	genic		GNB1L	chr22:19777495-19777995
chr22	19780982	19781482	500	32	genic		GNB1L	chr22:19780982-19781482
chr22	19786217	19786717	500	40	genic		GNB1L	chr22:19786217-19786717
chr22	19788525	19789025	500	33	genic		GNB1L	chr22:19788525-19789025
chr22	19793956	19794456	500	284	genic		GNB1L	chr22:19793956-19794456
chr22	19802831	19803331	500	1367	genic		GNB1L	chr22:19802831-19803331
chr22	19815132	19815632	500	294	genic		GNB1L	chr22:19815132-19815632
chr22	19816114	19816614	500	76	genic		GNB1L	chr22:19816114-19816614
chr22	19820283	19820783	500	44	genic		GNB1L	chr22:19820283-19820783
chr22	19821577	19822077	500	30	genic		GNB1L	chr22:19821577-19822077
chr22	19822219	19822719	500	37	genic		GNB1L	chr22:19822219-19822719
chr22	19823259	19823759	500	47	genic		GNB1L	chr22:19823259-19823759
chr22	19824006	19824506	500	47	genic		GNB1L	chr22:19824006-19824506
chr22	19828458	19828958	500	42	genic		GNB1L	chr22:19828458-19828958
chr22	19829118	19829618	500	53	genic		GNB1L	chr22:19829118-19829618
chr22	19830350	19830850	500	51	genic		GNB1L	chr22:19830350-19830850
chr22	19834141	19834641	500	83	genic		C22orf29,GNB1L	chr22:19834141-19834641
chr22	19835346	19836246	900	106	genic		C22orf29,GNB1L	chr22:19835346-19836246
chr22	19836310	19836810	500	63	genic		C22orf29,GNB1L	chr22:19836310-19836810
chr22	19842227	19842727	500	2586	promoter	C22orf29,GNB1L	C22orf29,GNB1L	chr22:19842227-19842727
chr22	19843207	19843707	500	641	promoter	C22orf29,GNB1L		chr22:19843207-19843707
chr22	19852227	19852727	500	121	intergenic			chr22:19852227-19852727
chr22	19862201	19862701	500	30	intergenic			chr22:19862201-19862701
chr22	19863310	19863810	500	51	genic		TXNRD2	chr22:19863310-19863810
chr22	19868713	19869213	500	65	genic		TXNRD2	chr22:19868713-19869213
chr22	19869235	19869735	500	33	genic		TXNRD2	chr22:19869235-19869735
chr22	19874409	19874909	500	99	genic		TXNRD2	chr22:19874409-19874909
chr22	19878992	19879492	500	1101	genic		TXNRD2	chr22:19878992-19879492
chr22	19879675	19880175	500	283	genic		TXNRD2	chr22:19879675-19880175
chr22	19884554	19885054	500	52	genic		TXNRD2	chr22:19884554-19885054
chr22	19889039	19889539	500	28	genic		TXNRD2	chr22:19889039-19889539
chr22	19893452	19893952	500	53	genic		TXNRD2	chr22:19893452-19893952
chr22	19897381	19897881	500	436	genic		TXNRD2	chr22:19897381-19897881
chr22	19900013	19900513	500	48	genic		TXNRD2	chr22:19900013-19900513
chr22	19901718	19902218	500	42	genic		TXNRD2	chr22:19901718-19902218
chr22	19909645	19910145	500	27	genic		TXNRD2	chr22:19909645-19910145
chr22	19911543	19912043	500	127	genic		TXNRD2	chr22:19911543-19912043
chr22	19915836	19916336	500	89	genic		TXNRD2	chr22:19915836-19916336
chr22	19918435	19918935	500	55	genic		TXNRD2	chr22:19918435-19918935
chr22	19920096	19920596	500	58	genic		TXNRD2	chr22:19920096-19920596
chr22	19928529	19929029	500	261	promoter	TXNRD2,COMT	TXNRD2	chr22:19928529-19929029
chr22	19929154	19929654	500	182	promoter	TXNRD2,COMT	TXNRD2,COMT	chr22:19929154-19929654
chr22	19929949	19930449	500	321	promoter	TXNRD2,COMT	COMT	chr22:19929949-19930449
chr22	19935123	19935623	500	1595	genic		COMT	chr22:19935123-19935623
chr22	19941153	19941653	500	81	genic		COMT	chr22:19941153-19941653
chr22	19946721	19947221	500	1721	genic		COMT	chr22:19946721-19947221
chr22	19949728	19950228	500	133	genic		COMT	chr22:19949728-19950228
chr22	19953470	19953970	500	201	genic		COMT	chr22:19953470-19953970
chr22	19955180	19955680	500	52	genic		COMT	chr22:19955180-19955680
chr22	19958017	19958517	500	218	genic		ARVCF	chr22:19958017-19958517
chr22	19961908	19962408	500	277	genic		ARVCF	chr22:19961908-19962408
chr22	19962556	19963056	500	375	genic		ARVCF	chr22:19962556-19963056
chr22	19971736	19972236	500	88	genic		ARVCF	chr22:19971736-19972236
chr22	19973724	19974224	500	84	genic		ARVCF	chr22:19973724-19974224
chr22	19974443	19974943	500	178	genic		ARVCF	chr22:19974443-19974943
chr22	19975284	19975784	500	56	genic		ARVCF	chr22:19975284-19975784
chr22	19976266	19976766	500	103	genic		ARVCF	chr22:19976266-19976766
chr22	19977228	19977728	500	65	genic		ARVCF	chr22:19977228-19977728
chr22	19987148	19987648	500	37	genic		ARVCF	chr22:19987148-19987648
chr22	19988098	19988598	500	33	genic		ARVCF	chr22:19988098-19988598
chr22	19989957	19990457	500	44	genic		ARVCF	chr22:19989957-19990457
chr22	19990830	19991330	500	45	genic		ARVCF	chr22:19990830-19991330
chr22	19993224	19993724	500	65	genic		ARVCF	chr22:19993224-19993724
chr22	19994909	19995409	500	139	genic		ARVCF	chr22:19994909-19995409
chr22	19997104	19997604	500	182	genic		ARVCF	chr22:19997104-19997604
chr22	19997923	19998423	500	160	genic		ARVCF	chr22:19997923-19998423
chr22	19999131	19999631	500	221	genic		ARVCF	chr22:19999131-19999631
chr22	20004246	20004746	500	986	promoter	ARVCF	ARVCF	chr22:20004246-20004746
chr22	20008227	20008727	500	822	promoter	TANGO2	TANGO2	chr22:20008227-20008727
chr22	20008944	20009444	500	388	promoter	TANGO2	TANGO2	chr22:20008944-20009444
chr22	20012861	20013361	500	2039	genic		TANGO2	chr22:20012861-20013361
chr22	20021584	20022084	500	38	genic		TANGO2	chr22:20021584-20022084
chr22	20022863	20023363	500	104	genic		TANGO2	chr22:20022863-20023363
chr22	20025557	20026057	500	40	genic		TANGO2	chr22:20025557-20026057
chr22	20033309	20033809	500	21	genic		TANGO2	chr22:20033309-20033809
chr22	20035725	20036225	500	54	genic		TANGO2	chr22:20035725-20036225
chr22	20037619	20038119	500	21	genic		TANGO2	chr22:20037619-20038119
chr22	20046423	20046923	500	1235	genic		TANGO2	chr22:20046423-20046923
chr22	20054303	20054803	500	72	genic		TANGO2	chr22:20054303-20054803
chr22	20059041	20059541	500	1228	intergenic			chr22:20059041-20059541
chr22	20064134	20064634	500	733	intergenic			chr22:20064134-20064634
chr22	20067261	20067761	500	1785	promoter	DGCR8	DGCR8	chr22:20067261-20067761
chr22	20068324	20068824	500	291	promoter	DGCR8	DGCR8	chr22:20068324-20068824
chr22	20072304	20072804	500	332	genic		DGCR8	chr22:20072304-20072804
chr22	20078041	20078541	500	33	genic		DGCR8	chr22:20078041-20078541
chr22	20081252	20081752	500	48	genic		DGCR8	chr22:20081252-20081752
chr22	20084135	20084635	500	51	genic		DGCR8	chr22:20084135-20084635
chr22	20086058	20086558	500	42	genic		DGCR8	chr22:20086058-20086558
chr22	20087022	20087522	500	41	genic		DGCR8	chr22:20087022-20087522
chr22	20089685	20090185	500	39	genic		DGCR8	chr22:20089685-20090185
chr22	20090941	20091441	500	34	genic		DGCR8	chr22:20090941-20091441
chr22	20097755	20098255	500	74	genic		DGCR8	chr22:20097755-20098255
chr22	20098569	20099069	500	203	genic		DGCR8	chr22:20098569-20099069
chr22	20104567	20105067	500	2641	promoter	TRMT2A,RANBP1	TRMT2A,RANBP1	chr22:20104567-20105067
chr22	20105257	20105757	500	122	promoter	TRMT2A,RANBP1	RANBP1	chr22:20105257-20105757
chr22	20106083	20106583	500	158	genic		RANBP1	chr22:20106083-20106583
chr22	20115430	20115930	500	86	intergenic			chr22:20115430-20115930
chr22	20116714	20117214	500	321	intergenic			chr22:20116714-20117214
chr22	20118464	20118964	500	221	promoter	ZDHHC8		chr22:20118464-20118964
chr22	20125202	20126042	840	49	genic		ZDHHC8	chr22:20125202-20126042
chr22	20133817	20134317	500	22	genic		ZDHHC8	chr22:20133817-20134317
chr22	20135001	20135501	500	25	genic		ZDHHC8	chr22:20135001-20135501
chr22	20138873	20139373	500	42	intergenic			chr22:20138873-20139373
chr22	20140202	20140702	500	38	intergenic			chr22:20140202-20140702
chr22	20141358	20141858	500	55	intergenic			chr22:20141358-20141858
chr22	20144441	20144941	500	214	intergenic			chr22:20144441-20144941
chr22	20157539	20158039	500	21	intergenic			chr22:20157539-20158039
chr22	20162258	20162758	500	40	intergenic			chr22:20162258-20162758
chr22	20167960	20168460	500	36	intergenic			chr22:20167960-20168460
chr22	20173861	20174361	500	93	intergenic			chr22:20173861-20174361
chr22	20178315	20178815	500	28	intergenic			chr22:20178315-20178815
chr22	20180954	20181454	500	30	intergenic			chr22:20180954-20181454
chr22	20187287	20188279	992	94	genic		LOC284865	chr22:20187287-20188279
chr22	20191190	20191690	500	76	promoter	LOC284865	LOC284865	chr22:20191190-20191690
chr22	20193636	20194136	500	715	promoter	LINC00896	LINC00896	chr22:20193636-20194136
chr22	20194326	20194826	500	179	promoter	LINC00896	LINC00896	chr22:20194326-20194826
chr22	20199532	20200032	500	234	intergenic			chr22:20199532-20200032
chr22	20205861	20206361	500	31	intergenic			chr22:20205861-20206361
chr22	20207238	20207738	500	83	intergenic			chr22:20207238-20207738
chr22	20208937	20209437	500	33	intergenic			chr22:20208937-20209437
chr22	20219259	20219759	500	29	intergenic			chr22:20219259-20219759
chr22	20222858	20223706	848	135	intergenic			chr22:20222858-20223706
chr22	20225955	20226455	500	140	intergenic			chr22:20225955-20226455
chr22	20226518	20227018	500	78	intergenic			chr22:20226518-20227018
chr22	20227793	20228293	500	76	intergenic			chr22:20227793-20228293
chr22	20230994	20231494	500	107	genic		RTN4R	chr22:20230994-20231494
chr22	20232850	20233350	500	51	genic		RTN4R	chr22:20232850-20233350
chr22	20234576	20235076	500	332	genic		RTN4R	chr22:20234576-20235076
chr22	20241860	20242360	500	87	genic		RTN4R	chr22:20241860-20242360
chr22	20242632	20243132	500	31	genic		RTN4R	chr22:20242632-20243132
chr22	20244740	20245240	500	70	genic		RTN4R	chr22:20244740-20245240
chr22	20246145	20246645	500	43	genic		RTN4R	chr22:20246145-20246645
chr22	20254882	20255382	500	37	promoter	RTN4R	RTN4R	chr22:20254882-20255382
chr22	20255791	20256291	500	111	promoter	RTN4R	RTN4R	chr22:20255791-20256291
chr22	20257536	20258036	500	38	intergenic			chr22:20257536-20258036
chr22	20260679	20261179	500	29	intergenic			chr22:20260679-20261179
chr22	20267151	20267651	500	132	intergenic			chr22:20267151-20267651
chr22	20273216	20273716	500	121	intergenic			chr22:20273216-20273716
chr22	20278991	20279491	500	29	intergenic			chr22:20278991-20279491
chr22	20279889	20280389	500	58	intergenic			chr22:20279889-20280389
chr22	20286654	20287154	500	750	intergenic			chr22:20286654-20287154
chr22	20300163	20300663	500	27	intergenic			chr22:20300163-20300663
chr22	20306778	20307278	500	229	promoter	DGCR6L	DGCR6L	chr22:20306778-20307278
chr22	20307382	20307882	500	1120	promoter	DGCR6L	DGCR6L	chr22:20307382-20307882
chr22	20315937	20316437	500	40	intergenic			chr22:20315937-20316437
chr22	20318667	20319167	500	25	intergenic			chr22:20318667-20319167
chr22	20378409	20378909	500	170	promoter	TMEM191B	LOC101927859,TMEM191B	chr22:20378409-20378909
chr22	20378941	20379441	500	193	genic		LOC101927859,TMEM191B	chr22:20378941-20379441
chr22	20423472	20423972	500	30	genic		LOC101927859	chr22:20423472-20423972
chr22	20727640	20728140	500	51	intergenic			chr22:20727640-20728140
chr22	20734684	20735184	500	23	intergenic			chr22:20734684-20735184
chr22	20736032	20736532	500	32	intergenic			chr22:20736032-20736532
chr22	20738179	20738679	500	35	intergenic			chr22:20738179-20738679
chr22	20742560	20743060	500	24	intergenic			chr22:20742560-20743060
chr22	20748131	20748631	500	1559	promoter	ZNF74	ZNF74	chr22:20748131-20748631
chr22	20760369	20761359	990	55	genic		ZNF74	chr22:20760369-20761359
chr22	20764524	20765024	500	51	intergenic			chr22:20764524-20765024
chr22	20766799	20767299	500	248	intergenic			chr22:20766799-20767299
chr22	20772323	20772823	500	266	intergenic			chr22:20772323-20772823
chr22	20773304	20773804	500	46	intergenic			chr22:20773304-20773804
chr22	20783364	20783864	500	353	genic		SCARF2	chr22:20783364-20783864
chr22	20789169	20789669	500	44	genic		SCARF2	chr22:20789169-20789669
chr22	20794795	20795295	500	29	intergenic			chr22:20794795-20795295
chr22	20805091	20805591	500	25	genic		KLHL22	chr22:20805091-20805591
chr22	20809897	20810397	500	45	genic		KLHL22	chr22:20809897-20810397
chr22	20810543	20811043	500	447	genic		KLHL22	chr22:20810543-20811043
chr22	20816953	20817453	500	30	genic		KLHL22	chr22:20816953-20817453
chr22	20820795	20821295	500	36	genic		KLHL22	chr22:20820795-20821295
chr22	20823461	20823961	500	123	genic		KLHL22	chr22:20823461-20823961
chr22	20829037	20829537	500	46	genic		KLHL22	chr22:20829037-20829537
chr22	20829865	20830365	500	128	genic		KLHL22	chr22:20829865-20830365
chr22	20831970	20832470	500	54	genic		KLHL22	chr22:20831970-20832470
chr22	20834018	20834518	500	109	genic		KLHL22	chr22:20834018-20834518
chr22	20842410	20842910	500	35	genic		KLHL22	chr22:20842410-20842910
chr22	20844218	20844718	500	52	genic		KLHL22	chr22:20844218-20844718
chr22	20848914	20849414	500	69	promoter	KLHL22	KLHL22	chr22:20848914-20849414
chr22	20850074	20850574	500	931	promoter	KLHL22	KLHL22	chr22:20850074-20850574
chr22	20861552	20862052	500	1046	promoter	MED15	MED15	chr22:20861552-20862052
chr22	20863643	20864143	500	551	genic		MED15	chr22:20863643-20864143
chr22	20866190	20866690	500	233	genic		MED15	chr22:20866190-20866690
chr22	20871678	20872537	859	53	genic		MED15	chr22:20871678-20872537
chr22	20877365	20877865	500	1115	genic		MED15	chr22:20877365-20877865
chr22	20878293	20878793	500	90	genic		MED15	chr22:20878293-20878793
chr22	20881107	20881607	500	185	genic		MED15	chr22:20881107-20881607
chr22	20890650	20891150	500	25	genic		MED15	chr22:20890650-20891150
chr22	20891849	20892349	500	31	genic		MED15	chr22:20891849-20892349
chr22	20900055	20900555	500	656	genic		MED15	chr22:20900055-20900555
chr22	20903470	20903970	500	134	genic		MED15	chr22:20903470-20903970
chr22	20911515	20912015	500	589	genic		MED15	chr22:20911515-20912015
chr22	20918431	20918931	500	494	genic		MED15	chr22:20918431-20918931
chr22	20925665	20926165	500	68	genic		MED15	chr22:20925665-20926165
chr22	20930926	20931426	500	36	genic		MED15	chr22:20930926-20931426
chr22	20931726	20932226	500	59	genic		MED15	chr22:20931726-20932226
chr22	20935853	20936353	500	44	genic		MED15	chr22:20935853-20936353
chr22	20942768	20943268	500	87	intergenic			chr22:20942768-20943268
chr22	20943421	20943921	500	54	intergenic			chr22:20943421-20943921
chr22	20946160	20946660	500	119	intergenic			chr22:20946160-20946660
chr22	20950131	20950631	500	27	intergenic			chr22:20950131-20950631
chr22	20954426	20954926	500	28	intergenic			chr22:20954426-20954926
chr22	20955155	20955655	500	36	intergenic			chr22:20955155-20955655
chr22	20959014	20959514	500	90	intergenic			chr22:20959014-20959514
chr22	20960381	20960881	500	207	intergenic			chr22:20960381-20960881
chr22	20961577	20962077	500	33	intergenic			chr22:20961577-20962077
chr22	20969305	20969805	500	153	intergenic			chr22:20969305-20969805
chr22	20969836	20970336	500	48	intergenic			chr22:20969836-20970336
chr22	20976688	20977188	500	35	intergenic			chr22:20976688-20977188
chr22	20981445	20981945	500	41	intergenic			chr22:20981445-20981945
chr22	20984749	20985249	500	26	intergenic			chr22:20984749-20985249
chr22	20992723	20993223	500	23	intergenic			chr22:20992723-20993223
chr22	20996837	20997337	500	73	intergenic			chr22:20996837-20997337
chr22	20998342	20998842	500	37	intergenic			chr22:20998342-20998842
chr22	21002488	21002988	500	37	intergenic			chr22:21002488-21002988
chr22	21003607	21004107	500	30	intergenic			chr22:21003607-21004107
chr22	21005917	21006417	500	57	intergenic			chr22:21005917-21006417
chr22	21011157	21011657	500	383	intergenic			chr22:21011157-21011657
chr22	21019299	21019799	500	25	intergenic			chr22:21019299-21019799
chr22	21021145	21021645	500	26	intergenic			chr22:21021145-21021645
chr22	21025806	21026730	924	74	intergenic			chr22:21025806-21026730
chr22	21027641	21028141	500	54	intergenic			chr22:21027641-21028141
chr22	21028150	21028650	500	33	intergenic			chr22:21028150-21028650
chr22	21030375	21030875	500	36	intergenic			chr22:21030375-21030875
chr22	21042436	21042936	500	110	promoter	POM121L4P		chr22:21042436-21042936
chr22	21051582	21052082	500	302	intergenic			chr22:21051582-21052082
chr22	21056848	21057348	500	1671	genic		TMEM191A	chr22:21056848-21057348
chr22	21074780	21075280	500	29	genic		PI4KA	chr22:21074780-21075280
chr22	21075339	21075839	500	32	genic		PI4KA	chr22:21075339-21075839
chr22	21075922	21076422	500	40	genic		PI4KA	chr22:21075922-21076422
chr22	21082665	21083165	500	21	genic		PI4KA	chr22:21082665-21083165
chr22	21084009	21084509	500	22	genic		PI4KA	chr22:21084009-21084509
chr22	21092672	21093172	500	32	genic		PI4KA	chr22:21092672-21093172
chr22	21094787	21095287	500	60	genic		PI4KA	chr22:21094787-21095287
chr22	21096052	21096552	500	78	genic		PI4KA	chr22:21096052-21096552
chr22	21104099	21104599	500	30	genic		PI4KA	chr22:21104099-21104599
chr22	21104734	21105234	500	94	genic		PI4KA	chr22:21104734-21105234
chr22	21112980	21113480	500	42	genic		PI4KA	chr22:21112980-21113480
chr22	21115810	21116310	500	21	genic		PI4KA	chr22:21115810-21116310
chr22	21123209	21123709	500	542	genic		PI4KA	chr22:21123209-21123709
chr22	21130978	21131478	500	354	genic		SERPIND1,PI4KA	chr22:21130978-21131478
chr22	21131951	21132451	500	2308	genic		SERPIND1,PI4KA	chr22:21131951-21132451
